wt_positive	wt_callable	wt_fraction	mut_positive	mut_callable	mut_fraction	mut_minus_wt_fraction	mut_minus_wt_percentage_points	mut_minus_wt_percentage_points_95ci_low_read_level	mut_minus_wt_percentage_points_95ci_high_read_level	relative_increase_fraction	relative_increase_percent	read_pooled_risk_ratio	read_pooled_risk_ratio_95ci_low	read_pooled_risk_ratio_95ci_high	read_pooled_odds_ratio	read_pooled_odds_ratio_95ci_low	read_pooled_odds_ratio_95ci_high
2616	19169	0.136470342741	8163	50630	0.16122852064	0.0247581778991	2.47581778991	1.88907557225	3.0532265893	0.18141800923	18.141800923	1.18141800923	1.1342122499	1.23058846583	1.21629015017	1.15980212145	1.27552942183
