sample_group	score_threshold_pa	fraction_at_or_above	n_callable
MHV-wt	13.775	0.0006260107465178152	19169
MHV-wt	13.8	0.0006260107465178152	19169
MHV-wt	13.825000000000001	0.0006260107465178152	19169
MHV-wt	13.850000000000001	0.0005738431843079972	19169
MHV-wt	13.875	0.0005738431843079972	19169
MHV-wt	13.9	0.0005738431843079972	19169
MHV-wt	13.925	0.0005738431843079972	19169
MHV-wt	13.950000000000001	0.0005738431843079972	19169
MHV-wt	13.975000000000001	0.0005738431843079972	19169
MHV-wt	14.0	0.0005216756220981794	19169
MHV-wt	14.025	0.0005216756220981794	19169
MHV-wt	14.05	0.0004695080598883614	19169
MHV-wt	14.075000000000001	0.0004173404976785435	19169
MHV-wt	14.100000000000001	0.0004173404976785435	19169
MHV-wt	14.125	0.0004173404976785435	19169
MHV-wt	14.15	0.0004173404976785435	19169
MHV-wt	14.175	0.0004173404976785435	19169
MHV-wt	14.200000000000001	0.0003651729354687255	19169
MHV-wt	14.225000000000001	0.0003651729354687255	19169
MHV-wt	14.25	0.0003651729354687255	19169
MHV-wt	14.275	0.0003651729354687255	19169
MHV-wt	14.3	0.0003651729354687255	19169
MHV-wt	14.325000000000001	0.0003651729354687255	19169
MHV-wt	14.350000000000001	0.0003651729354687255	19169
MHV-wt	14.375	0.0003651729354687255	19169
MHV-wt	14.4	0.0003651729354687255	19169
MHV-wt	14.425	0.0003651729354687255	19169
MHV-wt	14.450000000000001	0.0003651729354687255	19169
MHV-wt	14.475000000000001	0.0003651729354687255	19169
MHV-wt	14.5	0.0003651729354687255	19169
MHV-wt	14.525	0.0003651729354687255	19169
MHV-wt	14.55	0.0003651729354687255	19169
MHV-wt	14.575000000000001	0.0003651729354687255	19169
MHV-wt	14.600000000000001	0.0003651729354687255	19169
MHV-wt	14.625	0.0003651729354687255	19169
MHV-wt	14.65	0.0003651729354687255	19169
MHV-wt	14.675	0.0003651729354687255	19169
MHV-wt	14.700000000000001	0.0003651729354687255	19169
MHV-wt	14.725000000000001	0.0003651729354687255	19169
MHV-wt	14.75	0.0003651729354687255	19169
MHV-wt	14.775	0.0003651729354687255	19169
MHV-wt	14.8	0.0003651729354687255	19169
MHV-wt	14.825000000000001	0.0003651729354687255	19169
MHV-wt	14.850000000000001	0.0003651729354687255	19169
MHV-wt	14.875	0.0003651729354687255	19169
MHV-wt	14.9	0.0003651729354687255	19169
MHV-wt	14.925	0.0003651729354687255	19169
MHV-wt	14.950000000000001	0.0003651729354687255	19169
MHV-wt	14.975000000000001	0.0003651729354687255	19169
MHV-wt	15.0	0.0003651729354687255	19169
MHV-mut	0.0	1.0	50630
MHV-mut	0.025	0.9954967410626111	50630
MHV-mut	0.05	0.9895516492198302	50630
MHV-mut	0.07500000000000001	0.9856409243531503	50630
MHV-mut	0.1	0.9806241358878135	50630
MHV-mut	0.125	0.9750148133517678	50630
MHV-mut	0.15000000000000002	0.9706300612285207	50630
MHV-mut	0.17500000000000002	0.9648824807426427	50630
MHV-mut	0.2	0.9601817104483508	50630
MHV-mut	0.225	0.9549279083547304	50630
MHV-mut	0.25	0.9499506221607742	50630
MHV-mut	0.275	0.9459608927513332	50630
MHV-mut	0.30000000000000004	0.9402330634011455	50630
MHV-mut	0.325	0.93594706695635	50630
MHV-mut	0.35000000000000003	0.9307722694054908	50630
MHV-mut	0.375	0.9254592139047996	50630
MHV-mut	0.4	0.9214694844953585	50630
MHV-mut	0.42500000000000004	0.9161959312660478	50630
MHV-mut	0.45	0.9118111791428007	50630
MHV-mut	0.47500000000000003	0.9063598656922773	50630
MHV-mut	0.5	0.9009480545131345	50630
MHV-mut	0.525	0.8965040489828165	50630
MHV-mut	0.55	0.8908947264467707	50630
MHV-mut	0.5750000000000001	0.8853249061821055	50630
MHV-mut	0.6000000000000001	0.8813154256369742	50630
MHV-mut	0.625	0.8761801303574955	50630
MHV-mut	0.65	0.8720521429982224	50630
MHV-mut	0.675	0.8669365988544341	50630
MHV-mut	0.7000000000000001	0.8620580683389295	50630
MHV-mut	0.7250000000000001	0.8578708275725854	50630
MHV-mut	0.75	0.8524985186648232	50630
MHV-mut	0.775	0.8480742642701955	50630
MHV-mut	0.8	0.8429982223977879	50630
MHV-mut	0.8250000000000001	0.8377641714398578	50630
MHV-mut	0.8500000000000001	0.833399170452301	50630
MHV-mut	0.875	0.827710843373494	50630
MHV-mut	0.9	0.8236421094212917	50630
MHV-mut	0.925	0.8180722891566266	50630
MHV-mut	0.9500000000000001	0.8131147540983606	50630
MHV-mut	0.9750000000000001	0.8093620383172032	50630
MHV-mut	1.0	0.8041674896306538	50630
MHV-mut	1.0250000000000001	0.7996444795575746	50630
MHV-mut	1.05	0.7942326683784318	50630
MHV-mut	1.075	0.789018368556192	50630
MHV-mut	1.1	0.784574363025874	50630
MHV-mut	1.125	0.7797748370531306	50630
MHV-mut	1.1500000000000001	0.7746790440450326	50630
MHV-mut	1.175	0.7701560339719534	50630
MHV-mut	1.2000000000000002	0.7649812364210942	50630
MHV-mut	1.225	0.7610112581473435	50630
MHV-mut	1.25	0.7556784515109619	50630
MHV-mut	1.2750000000000001	0.7504048982816512	50630
MHV-mut	1.3	0.7459806438870235	50630
MHV-mut	1.3250000000000002	0.7411416156428995	50630
MHV-mut	1.35	0.7366581078412009	50630
MHV-mut	1.375	0.7313450523405096	50630
MHV-mut	1.4000000000000001	0.7261307525182698	50630
MHV-mut	1.425	0.7217262492593324	50630
MHV-mut	1.4500000000000002	0.7168082164724472	50630
MHV-mut	1.475	0.7124629666205807	50630
MHV-mut	1.5	0.7070709065771282	50630
MHV-mut	1.5250000000000001	0.7023898874185266	50630
MHV-mut	1.55	0.6983606557377049	50630
MHV-mut	1.5750000000000002	0.6931661070511554	50630
MHV-mut	1.6	0.6883468299427217	50630
MHV-mut	1.625	0.6839818289551649	50630
MHV-mut	1.6500000000000001	0.6791625518467311	50630
MHV-mut	1.675	0.6749753110803871	50630
MHV-mut	1.7000000000000002	0.6700177760221213	50630
MHV-mut	1.725	0.6648232273355718	50630
MHV-mut	1.75	0.6607544933833696	50630
MHV-mut	1.7750000000000001	0.655619198103891	50630
MHV-mut	1.8	0.6510961880308118	50630
MHV-mut	1.8250000000000002	0.6459016393442623	50630
MHV-mut	1.85	0.6407663440647837	50630
MHV-mut	1.875	0.6363618408058463	50630
MHV-mut	1.9000000000000001	0.6317795773256962	50630
MHV-mut	1.925	0.6278095990519454	50630
MHV-mut	1.9500000000000002	0.6227928105866087	50630
MHV-mut	1.975	0.6185858186845744	50630
MHV-mut	2.0	0.6149318585818685	50630
MHV-mut	2.025	0.6094410428599645	50630
MHV-mut	2.0500000000000003	0.6054513134505234	50630
MHV-mut	2.075	0.6003160181710449	50630
MHV-mut	2.1	0.5947857001777602	50630
MHV-mut	2.125	0.590914477582461	50630
MHV-mut	2.15	0.5859371913885049	50630
MHV-mut	2.1750000000000003	0.5809401540588583	50630
MHV-mut	2.2	0.576535650799921	50630
MHV-mut	2.225	0.5717756270985581	50630
MHV-mut	2.25	0.5673711238396207	50630
MHV-mut	2.275	0.5622160774244519	50630
MHV-mut	2.3000000000000003	0.5576733162156824	50630
MHV-mut	2.325	0.5536045822634802	50630
MHV-mut	2.35	0.548627296069524	50630
MHV-mut	2.375	0.5448548291526762	50630
MHV-mut	2.4000000000000004	0.539996049772862	50630
MHV-mut	2.4250000000000003	0.5351767726644282	50630
MHV-mut	2.45	0.5312857989334386	50630
MHV-mut	2.475	0.5272170649812364	50630
MHV-mut	2.5	0.5234050957930081	50630
MHV-mut	2.5250000000000004	0.5179537823424847	50630
MHV-mut	2.5500000000000003	0.5131740075054315	50630
MHV-mut	2.575	0.5091842780959905	50630
MHV-mut	2.6	0.5040884850878925	50630
MHV-mut	2.625	0.49922970570807823	50630
MHV-mut	2.6500000000000004	0.4946276910922378	50630
MHV-mut	2.6750000000000003	0.4897886628481138	50630
MHV-mut	2.7	0.4858581868457436	50630
MHV-mut	2.725	0.48070314043057477	50630
MHV-mut	2.75	0.4761998814931859	50630
MHV-mut	2.7750000000000004	0.4723286588978866	50630
MHV-mut	2.8000000000000003	0.467647639739285	50630
MHV-mut	2.825	0.4638751728224373	50630
MHV-mut	2.85	0.4591349002567648	50630
MHV-mut	2.875	0.4548686549476595	50630
MHV-mut	2.9000000000000004	0.4513529527947857	50630
MHV-mut	2.9250000000000003	0.44663243136480346	50630
MHV-mut	2.95	0.44293896899071694	50630
MHV-mut	2.975	0.4385937191388505	50630
MHV-mut	3.0	0.43375469089472646	50630
MHV-mut	3.0250000000000004	0.43010073079202055	50630
MHV-mut	3.0500000000000003	0.4253407070906577	50630
MHV-mut	3.075	0.42194351175192574	50630
MHV-mut	3.1	0.41751925735729806	50630
MHV-mut	3.125	0.41301599841990916	50630
MHV-mut	3.1500000000000004	0.40959905194548685	50630
MHV-mut	3.1750000000000003	0.4052735532293107	50630
MHV-mut	3.2	0.4006912897491606	50630
MHV-mut	3.225	0.3974126012245704	50630
MHV-mut	3.25	0.3925735729804464	50630
MHV-mut	3.2750000000000004	0.3890776219632629	50630
MHV-mut	3.3000000000000003	0.3845348607544934	50630
MHV-mut	3.325	0.38044637566660083	50630
MHV-mut	3.35	0.3765949042069919	50630
MHV-mut	3.375	0.3722496543551254	50630
MHV-mut	3.4000000000000004	0.3693067351372704	50630
MHV-mut	3.4250000000000003	0.3649417341497136	50630
MHV-mut	3.45	0.36073474224767926	50630
MHV-mut	3.475	0.3574955559944697	50630
MHV-mut	3.5	0.3530515504641517	50630
MHV-mut	3.5250000000000004	0.3499901244321548	50630
MHV-mut	3.5500000000000003	0.3460991507011653	50630
MHV-mut	3.575	0.3422081769701758	50630
MHV-mut	3.6	0.33908749753110806	50630
MHV-mut	3.625	0.33418921587991307	50630
MHV-mut	3.6500000000000004	0.3307722694054908	50630
MHV-mut	3.6750000000000003	0.32737507406675886	50630
MHV-mut	3.7	0.3233063401145566	50630
MHV-mut	3.725	0.32032391862532095	50630
MHV-mut	3.75	0.3168477187438278	50630
MHV-mut	3.7750000000000004	0.31307525182698004	50630
MHV-mut	3.8000000000000003	0.31021133715188626	50630
MHV-mut	3.825	0.30651787477779974	50630
MHV-mut	3.85	0.30353545328856407	50630
MHV-mut	3.875	0.29956547501481334	50630
MHV-mut	3.9000000000000004	0.29539798538415957	50630
MHV-mut	3.9250000000000003	0.2925933241161367	50630
MHV-mut	3.95	0.28856409243531506	50630
MHV-mut	3.975	0.28544341299624726	50630
MHV-mut	4.0	0.28147343472249653	50630
MHV-mut	4.025	0.2780564882480743	50630
MHV-mut	4.05	0.2748568042662453	50630
MHV-mut	4.075	0.27138060438475214	50630
MHV-mut	4.1000000000000005	0.26812166699585227	50630
MHV-mut	4.125	0.26472447165712026	50630
MHV-mut	4.15	0.2609717558759629	50630
MHV-mut	4.175	0.25820659687932057	50630
MHV-mut	4.2	0.2549081572190401	50630
MHV-mut	4.2250000000000005	0.2513332016590954	50630
MHV-mut	4.25	0.2486470472052143	50630
MHV-mut	4.275	0.24523010073079202	50630
MHV-mut	4.3	0.24256369741260123	50630
MHV-mut	4.325	0.23926525775232077	50630
MHV-mut	4.3500000000000005	0.23628283626308513	50630
MHV-mut	4.375	0.2334781749950622	50630
MHV-mut	4.4	0.2297452103495951	50630
MHV-mut	4.425	0.2270985581670946	50630
MHV-mut	4.45	0.22362235828560142	50630
MHV-mut	4.4750000000000005	0.22016590953979853	50630
MHV-mut	4.5	0.21763776417143985	50630
MHV-mut	4.525	0.21382579498321153	50630
MHV-mut	4.55	0.2116729211929686	50630
MHV-mut	4.575	0.20831522812561723	50630
MHV-mut	4.6000000000000005	0.20513529527947857	50630
MHV-mut	4.625	0.2026466521825005	50630
MHV-mut	4.65	0.19946671933636184	50630
MHV-mut	4.675	0.1965040489828165	50630
MHV-mut	4.7	0.19326486272960694	50630
MHV-mut	4.7250000000000005	0.1900256764763974	50630
MHV-mut	4.75	0.187319770886826	50630
MHV-mut	4.775	0.18437685166897097	50630
MHV-mut	4.800000000000001	0.1810586608730002	50630
MHV-mut	4.825	0.17882678253999604	50630
MHV-mut	4.8500000000000005	0.17592336559352162	50630
MHV-mut	4.875	0.1739087497531108	50630
MHV-mut	4.9	0.17128184870630062	50630
MHV-mut	4.925000000000001	0.1685561919810389	50630
MHV-mut	4.95	0.16628481137665416	50630
MHV-mut	4.9750000000000005	0.16377641714398578	50630
MHV-mut	5.0	0.16122852063993678	50630
MHV-mut	5.025	0.15868062413588782	50630
MHV-mut	5.050000000000001	0.1559352162749358	50630
MHV-mut	5.075	0.15366383567055106	50630
MHV-mut	5.1000000000000005	0.15089867667390874	50630
MHV-mut	5.125	0.148627296069524	50630
MHV-mut	5.15	0.14625715978668774	50630
MHV-mut	5.175000000000001	0.14378826782539997	50630
MHV-mut	5.2	0.14191190993482125	50630
MHV-mut	5.2250000000000005	0.13958127592336558	50630
MHV-mut	5.25	0.1370728816906972	50630
MHV-mut	5.275	0.1349990124432155	50630
MHV-mut	5.300000000000001	0.13274738297452104	50630
MHV-mut	5.325	0.1307920205411811	50630
MHV-mut	5.3500000000000005	0.12854039107248666	50630
MHV-mut	5.375	0.1259529922970571	50630
MHV-mut	5.4	0.12445190598459412	50630
MHV-mut	5.425000000000001	0.12196326288761604	50630
MHV-mut	5.45	0.12004740272565673	50630
MHV-mut	5.4750000000000005	0.11797353347817499	50630
MHV-mut	5.5	0.11582065968793205	50630
MHV-mut	5.525	0.1144183290539206	50630
MHV-mut	5.550000000000001	0.11238396207781948	50630
MHV-mut	5.575	0.11066561327276318	50630
MHV-mut	5.6000000000000005	0.10835473039699783	50630
MHV-mut	5.625	0.1063598656922773	50630
MHV-mut	5.65	0.10432549871617618	50630
MHV-mut	5.675000000000001	0.10242938968990717	50630
MHV-mut	5.7	0.10118506814141813	50630
MHV-mut	5.7250000000000005	0.09917045230100731	50630
MHV-mut	5.75	0.09717558759628679	50630
MHV-mut	5.775	0.09559549674106262	50630
MHV-mut	5.800000000000001	0.0936796365791033	50630
MHV-mut	5.825	0.09168477187438277	50630
MHV-mut	5.8500000000000005	0.09032194351175192	50630
MHV-mut	5.875	0.0883270788070314	50630
MHV-mut	5.9	0.08716176180130357	50630
MHV-mut	5.925000000000001	0.0856014220817697	50630
MHV-mut	5.95	0.08386332214102311	50630
MHV-mut	5.9750000000000005	0.08261900059253408	50630
MHV-mut	6.0	0.08092040292316809	50630
MHV-mut	6.025	0.07945881888208572	50630
MHV-mut	6.050000000000001	0.0775627098558167	50630
MHV-mut	6.075	0.07623938376456646	50630
MHV-mut	6.1000000000000005	0.07503456448745803	50630
MHV-mut	6.125	0.07351372703930475	50630
MHV-mut	6.15	0.07221015208374482	50630
MHV-mut	6.175000000000001	0.07082757258542366	50630
MHV-mut	6.2	0.06950424649417342	50630
MHV-mut	6.2250000000000005	0.06843768516689709	50630
MHV-mut	6.25	0.06681809204029232	50630
MHV-mut	6.275	0.06555401935611298	50630
MHV-mut	6.300000000000001	0.06430969780762394	50630
MHV-mut	6.325	0.06292711830930278	50630
MHV-mut	6.3500000000000005	0.06164329448943314	50630
MHV-mut	6.375	0.060240963855421686	50630
MHV-mut	6.4	0.05893738889986174	50630
MHV-mut	6.425000000000001	0.05785107643689512	50630
MHV-mut	6.45	0.0567845151096188	50630
MHV-mut	6.4750000000000005	0.055796958325103695	50630
MHV-mut	6.5	0.05461189018368556	50630
MHV-mut	6.525	0.053367568635196524	50630
MHV-mut	6.550000000000001	0.05241951412206202	50630
MHV-mut	6.575	0.051392455066166305	50630
MHV-mut	6.6000000000000005	0.05030614260319968	50630
MHV-mut	6.625	0.04920007900454276	50630
MHV-mut	6.65	0.04842978471262097	50630
MHV-mut	6.675000000000001	0.047679241556389494	50630
MHV-mut	6.7	0.04673118704325499	50630
MHV-mut	6.7250000000000005	0.045881888208571996	50630
MHV-mut	6.75	0.04463756666008296	50630
MHV-mut	6.775	0.043650009875567844	50630
MHV-mut	6.800000000000001	0.04264270195536243	50630
MHV-mut	6.825	0.04161564289946672	50630
MHV-mut	6.8500000000000005	0.040529330436500095	50630
MHV-mut	6.875	0.0396405293304365	50630
MHV-mut	6.9	0.0387517282243729	50630
MHV-mut	6.925000000000001	0.03790242938968991	50630
MHV-mut	6.95	0.03701362828362631	50630
MHV-mut	6.9750000000000005	0.03642109421291724	50630
MHV-mut	7.0	0.03586806241358878	50630
MHV-mut	7.025	0.03503851471459609	50630
MHV-mut	7.050000000000001	0.0342287181512937	50630
MHV-mut	7.075	0.0333794193166107	50630
MHV-mut	7.1000000000000005	0.03270788070314043	50630
MHV-mut	7.125	0.03227335571795378	50630
MHV-mut	7.15	0.03132530120481928	50630
MHV-mut	7.175000000000001	0.03073276713411021	50630
MHV-mut	7.2	0.030100730792020542	50630
MHV-mut	7.2250000000000005	0.02954769899269208	50630
MHV-mut	7.25	0.02899466719336362	50630
MHV-mut	7.275	0.02848113766541576	50630
MHV-mut	7.300000000000001	0.027908354730396996	50630
MHV-mut	7.325	0.027394825202449142	50630
MHV-mut	7.3500000000000005	0.026723286588978865	50630
MHV-mut	7.375	0.02620975706103101	50630
MHV-mut	7.4	0.02573572980446376	50630
MHV-mut	7.425000000000001	0.02502468891961288	50630
MHV-mut	7.45	0.024688919612877742	50630
MHV-mut	7.4750000000000005	0.024254394627691092	50630
MHV-mut	7.5	0.023701362828362632	50630
MHV-mut	7.525	0.02308907762196326	50630
MHV-mut	7.550000000000001	0.02243729014418329	50630
MHV-mut	7.575	0.022042267430377245	50630
MHV-mut	7.6000000000000005	0.021469484495358484	50630
MHV-mut	7.625	0.02117321746000395	50630
MHV-mut	7.65	0.02065968793205609	50630
MHV-mut	7.675000000000001	0.020146158404108237	50630
MHV-mut	7.7	0.01988939364013431	50630
MHV-mut	7.7250000000000005	0.019296859569425243	50630
MHV-mut	7.75	0.0189413391269998	50630
MHV-mut	7.775	0.018605569820264664	50630
MHV-mut	7.800000000000001	0.018171044835078018	50630
MHV-mut	7.825	0.017795773256962275	50630
MHV-mut	7.8500000000000005	0.017361248271775626	50630
MHV-mut	7.875	0.01668970965830535	50630
MHV-mut	7.9	0.016314438080189612	50630
MHV-mut	7.925000000000001	0.01586016195931266	50630
MHV-mut	7.95	0.015445388109816315	50630
MHV-mut	7.9750000000000005	0.015070116531700572	50630
MHV-mut	8.0	0.014556587003752716	50630
MHV-mut	8.025	0.014280071104088484	50630
MHV-mut	8.05	0.01388504839028244	50630
MHV-mut	8.075000000000001	0.013628283626308513	50630
MHV-mut	8.1	0.013351767726644282	50630
MHV-mut	8.125	0.013114754098360656	50630
MHV-mut	8.15	0.012936993877147937	50630
MHV-mut	8.175	0.012680229113174008	50630
MHV-mut	8.200000000000001	0.012344459806438871	50630
MHV-mut	8.225	0.012186450720916453	50630
MHV-mut	8.25	0.011929685956942524	50630
MHV-mut	8.275	0.011771676871420106	50630
MHV-mut	8.3	0.011554414378826783	50630
MHV-mut	8.325000000000001	0.011356903021923761	50630
MHV-mut	8.35	0.01115939166502074	50630
MHV-mut	8.375	0.010961880308117717	50630
MHV-mut	8.4	0.010784120086904997	50630
MHV-mut	8.425	0.010487853051550464	50630
MHV-mut	8.450000000000001	0.010211337151886234	50630
MHV-mut	8.475	0.01009283033774442	50630
MHV-mut	8.5	0.009796563302389887	50630
MHV-mut	8.525	0.009599051945486865	50630
MHV-mut	8.55	0.009342287181512938	50630
MHV-mut	8.575000000000001	0.009144775824609916	50630
MHV-mut	8.6	0.008868259924945684	50630
MHV-mut	8.625	0.00873000197511357	50630
MHV-mut	8.65	0.008571992889591151	50630
MHV-mut	8.675	0.008433734939759036	50630
MHV-mut	8.700000000000001	0.008275725854236618	50630
MHV-mut	8.725	0.0080979656330239	50630
MHV-mut	8.75	0.007939956547501481	50630
MHV-mut	8.775	0.007801698597669366	50630
MHV-mut	8.8	0.0076436895121469485	50630
MHV-mut	8.825000000000001	0.007446178155243927	50630
MHV-mut	8.85	0.0073079202054118116	50630
MHV-mut	8.875	0.007228915662650603	50630
MHV-mut	8.9	0.006991902034366976	50630
MHV-mut	8.925	0.006912897491605768	50630
MHV-mut	8.950000000000001	0.006794390677463954	50630
MHV-mut	8.975	0.006636381591941537	50630
MHV-mut	9.0	0.006537625913490026	50630
MHV-mut	9.025	0.006379616827967608	50630
MHV-mut	9.05	0.006280861149516097	50630
MHV-mut	9.075000000000001	0.006162354335374284	50630
MHV-mut	9.1	0.006063598656922773	50630
MHV-mut	9.125	0.005964842978471262	50630
MHV-mut	9.15	0.005846336164329449	50630
MHV-mut	9.175	0.005826585028639147	50630
MHV-mut	9.200000000000001	0.005688327078807031	50630
MHV-mut	9.225	0.005530317993284614	50630
MHV-mut	9.25	0.005352557772071894	50630
MHV-mut	9.275	0.005234050957930081	50630
MHV-mut	9.3	0.005155046415168872	50630
MHV-mut	9.325000000000001	0.005016788465336756	50630
MHV-mut	9.35	0.004918032786885246	50630
MHV-mut	9.375	0.004858779379814339	50630
MHV-mut	9.4	0.0047600237013628284	50630
MHV-mut	9.425	0.004720521429982224	50630
MHV-mut	9.450000000000001	0.004621765751530713	50630
MHV-mut	9.475	0.0045427612087695045	50630
MHV-mut	9.5	0.004384752123247087	50630
MHV-mut	9.525	0.004285996444795576	50630
MHV-mut	9.55	0.004187240766344065	50630
MHV-mut	9.575000000000001	0.004088485087892554	50630
MHV-mut	9.600000000000001	0.004029231680821648	50630
MHV-mut	9.625	0.003910724866679834	50630
MHV-mut	9.65	0.0038317203239186253	50630
MHV-mut	9.675	0.0036539601027059058	50630
MHV-mut	9.700000000000001	0.003594706695634999	50630
MHV-mut	9.725000000000001	0.003574955559944697	50630
MHV-mut	9.75	0.0035354532885640924	50630
MHV-mut	9.775	0.003456448745802884	50630
MHV-mut	9.8	0.003397195338731977	50630
MHV-mut	9.825000000000001	0.0033181907959707684	50630
MHV-mut	9.850000000000001	0.003258937388899862	50630
MHV-mut	9.875	0.003258937388899862	50630
MHV-mut	9.9	0.0032194351175192574	50630
MHV-mut	9.925	0.003179932846138653	50630
MHV-mut	9.950000000000001	0.0031206794390677465	50630
MHV-mut	9.975000000000001	0.003081177167687142	50630
MHV-mut	10.0	0.00306142603199684	50630
MHV-mut	10.025	0.002982421489235631	50630
MHV-mut	10.05	0.0029429192178550266	50630
MHV-mut	10.075000000000001	0.002863914675093818	50630
MHV-mut	10.100000000000001	0.0028244124037132136	50630
MHV-mut	10.125	0.002804661268022911	50630
MHV-mut	10.15	0.0027454078609520046	50630
MHV-mut	10.175	0.0027059055895714	50630
MHV-mut	10.200000000000001	0.0026466521825004937	50630
MHV-mut	10.225000000000001	0.002587398775429587	50630
MHV-mut	10.25	0.002567647639739285	50630
MHV-mut	10.275	0.002508394232668378	50630
MHV-mut	10.3	0.0024293896899071697	50630
MHV-mut	10.325000000000001	0.0023898874185265652	50630
MHV-mut	10.350000000000001	0.0023898874185265652	50630
MHV-mut	10.375	0.002370136282836263	50630
MHV-mut	10.4	0.00225162946869445	50630
MHV-mut	10.425	0.0022121271973138457	50630
MHV-mut	10.450000000000001	0.0021133715188623348	50630
MHV-mut	10.475000000000001	0.002054118111791428	50630
MHV-mut	10.5	0.002014615840410824	50630
MHV-mut	10.525	0.001955362433339917	50630
MHV-mut	10.55	0.0018961090262690104	50630
MHV-mut	10.575000000000001	0.001836855619198104	50630
MHV-mut	10.600000000000001	0.0017973533478174994	50630
MHV-mut	10.625	0.0017183488050562907	50630
MHV-mut	10.65	0.001639344262295082	50630
MHV-mut	10.675	0.0015800908552241755	50630
MHV-mut	10.700000000000001	0.0015603397195338732	50630
MHV-mut	10.725000000000001	0.0015208374481532688	50630
MHV-mut	10.75	0.0015208374481532688	50630
MHV-mut	10.775	0.0015010863124629665	50630
MHV-mut	10.8	0.0014813351767726645	50630
MHV-mut	10.825000000000001	0.0014615840410823623	50630
MHV-mut	10.850000000000001	0.00144183290539206	50630
MHV-mut	10.875	0.0013825794983211535	50630
MHV-mut	10.9	0.001343077226940549	50630
MHV-mut	10.925	0.001343077226940549	50630
MHV-mut	10.950000000000001	0.0013233260912502468	50630
MHV-mut	10.975000000000001	0.0013035749555599446	50630
MHV-mut	11.0	0.0012245704127987359	50630
MHV-mut	11.025	0.0011653170057278294	50630
MHV-mut	11.05	0.0011653170057278294	50630
MHV-mut	11.075000000000001	0.001125814734347225	50630
MHV-mut	11.100000000000001	0.0011060635986569229	50630
MHV-mut	11.125	0.0010863124629666206	50630
MHV-mut	11.15	0.0010863124629666206	50630
MHV-mut	11.175	0.0010863124629666206	50630
MHV-mut	11.200000000000001	0.0010468101915860162	50630
MHV-mut	11.225000000000001	0.0009875567845151097	50630
MHV-mut	11.25	0.0009678056488248074	50630
MHV-mut	11.275	0.0009678056488248074	50630
MHV-mut	11.3	0.0009678056488248074	50630
MHV-mut	11.325000000000001	0.0009283033774442031	50630
MHV-mut	11.350000000000001	0.0009085522417539008	50630
MHV-mut	11.375	0.0008888011060635987	50630
MHV-mut	11.4	0.0008888011060635987	50630
MHV-mut	11.425	0.0008888011060635987	50630
MHV-mut	11.450000000000001	0.0008492988346829942	50630
MHV-mut	11.475000000000001	0.0008295476989926921	50630
MHV-mut	11.5	0.0007702942919217855	50630
MHV-mut	11.525	0.0007307920205411811	50630
MHV-mut	11.55	0.0007307920205411811	50630
MHV-mut	11.575000000000001	0.0007307920205411811	50630
MHV-mut	11.600000000000001	0.0007307920205411811	50630
MHV-mut	11.625	0.0007110408848508789	50630
MHV-mut	11.65	0.0006912897491605768	50630
MHV-mut	11.675	0.0006715386134702745	50630
MHV-mut	11.700000000000001	0.0006715386134702745	50630
MHV-mut	11.725000000000001	0.0006715386134702745	50630
MHV-mut	11.75	0.0006517874777799723	50630
MHV-mut	11.775	0.0006517874777799723	50630
MHV-mut	11.8	0.0006320363420896702	50630
MHV-mut	11.825000000000001	0.0006320363420896702	50630
MHV-mut	11.850000000000001	0.0006320363420896702	50630
MHV-mut	11.875	0.0006122852063993679	50630
MHV-mut	11.9	0.0005925340707090658	50630
MHV-mut	11.925	0.0005925340707090658	50630
MHV-mut	11.950000000000001	0.0005925340707090658	50630
MHV-mut	11.975000000000001	0.0005727829350187636	50630
MHV-mut	12.0	0.0005727829350187636	50630
MHV-mut	12.025	0.0005727829350187636	50630
MHV-mut	12.05	0.0005727829350187636	50630
MHV-mut	12.075000000000001	0.0005727829350187636	50630
MHV-mut	12.100000000000001	0.0005727829350187636	50630
MHV-mut	12.125	0.0005727829350187636	50630
MHV-mut	12.15	0.0005530317993284614	50630
MHV-mut	12.175	0.0005530317993284614	50630
MHV-mut	12.200000000000001	0.0005332806636381592	50630
MHV-mut	12.225000000000001	0.0005332806636381592	50630
MHV-mut	12.25	0.0005332806636381592	50630
MHV-mut	12.275	0.0005332806636381592	50630
MHV-mut	12.3	0.0005332806636381592	50630
MHV-mut	12.325000000000001	0.0005332806636381592	50630
MHV-mut	12.350000000000001	0.0005332806636381592	50630
MHV-mut	12.375	0.0005332806636381592	50630
MHV-mut	12.4	0.000513529527947857	50630
MHV-mut	12.425	0.000513529527947857	50630
MHV-mut	12.450000000000001	0.000513529527947857	50630
MHV-mut	12.475000000000001	0.000513529527947857	50630
MHV-mut	12.5	0.000513529527947857	50630
MHV-mut	12.525	0.000513529527947857	50630
MHV-mut	12.55	0.0004937783922575548	50630
MHV-mut	12.575000000000001	0.0004937783922575548	50630
MHV-mut	12.600000000000001	0.0004740272565672526	50630
MHV-mut	12.625	0.0004542761208769504	50630
MHV-mut	12.65	0.0004542761208769504	50630
MHV-mut	12.675	0.0004542761208769504	50630
MHV-mut	12.700000000000001	0.0004542761208769504	50630
MHV-mut	12.725000000000001	0.00043452498518664823	50630
MHV-mut	12.75	0.00043452498518664823	50630
MHV-mut	12.775	0.00043452498518664823	50630
