cutoff_pa	MHV-mut	MHV-wt	mut_minus_wt_pp
3.0	0.43375469089472646	0.38379675517763057	4.995793571709589
5.0	0.16122852063993678	0.1364703427408837	2.4758177899053075
7.0	0.03586806241358878	0.034221920809640566	0.16461416039482146
